µPMU location,PSL-Alameda,
µPMU latitude,44.47915,
µPMU longitude,-73.19798,
sample interval (msec),date stamp,time stamp,status,L1-E voltage RMS fundamental magnitude,L1-E voltage fundamental angle,L2-E voltage RMS fundamental magnitude,L2-E voltage fundamental angle,L3-E voltage RMS fundamental magnitude,L3-E voltage fundamental angle,L1 current RMS fundamental magnitude,L1 current fundamental angle,L2 current RMS fundamental magnitude,L2 current fundamental angle,L3 current RMS fundamental magnitude,L3 current fundamental angle,center frequency offset,disciplined vs GPS pps difference,ppl state,pps prd,gps alt,gps hasfix,gps hdop,gps lat,gps lon,gps satellites,gps state,fundamental W total,fundamental VAR total,fundamental VA total,fundamental dPF total,frequency one second L1-E,frequency C37 L1-E,
8.333333,2023/10/5,19:0:6.7416667,34,121.8455,22.7353,0.06890497,79.00135,0.06971575,103.7775,0.0001211499,118.0453,1.831436E-05,95.71091,1.847066E-07,225.1212,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.00136489,-0.0146986,0.01476284,-0.09245439,60.0251,60.02995,
8.333333,2023/10/5,19:0:6.7500000,34,121.7628,22.79986,0.07738495,70.13654,0.06495722,109.7846,0.0001180939,114.5126,1.646377E-05,99.84306,1.515148E-07,48.06688,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0004286738,-0.01437364,0.01438072,-0.02980892,60.02519,60.02479,
8.333333,2023/10/5,19:0:6.7583333,34,121.812,22.87463,0.0623241,83.07876,0.06868896,111.2474,0.000118855,116.4395,1.519774E-05,84.43581,1.167748E-07,223.8187,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0008992724,-0.01444998,0.01447892,-0.06210908,60.02505,60.02453,
8.333333,2023/10/5,19:0:6.7666667,34,121.7376,22.94675,0.08524381,67.89414,0.07135592,105.7906,0.0001164498,115.2157,1.459847E-05,88.86189,8.870109E-08,36.18876,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0005600925,-0.01416565,0.01417758,-0.03950551,60.02517,60.02405,
8.333333,2023/10/5,19:0:6.7750000,34,121.6129,23.03688,0.1010591,64.31841,0.06733242,108.6278,0.0001191205,118.3215,1.308816E-05,82.27246,1.007574E-07,260.014,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001333015,-0.01442543,0.01448792,-0.09200872,60.02515,60.02773,
8.333333,2023/10/5,19:0:6.7833333,34,121.7082,23.05375,0.07399312,70.57207,0.06855404,110.4157,0.0001154602,114.7973,1.608097E-05,85.38075,4.161326E-07,115.5882,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0004263762,-0.01404625,0.01405367,-0.03033913,60.02509,60.01479,
8.333333,2023/10/5,19:0:6.7916667,34,121.7868,23.14801,0.08252828,75.14105,0.06838746,106.9554,0.0001170611,115.1302,1.374813E-05,96.96527,2.026433E-06,302.1019,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0004921876,-0.01424836,0.01425777,-0.03452065,60.02505,60.02354,
8.333333,2023/10/5,19:0:6.8000000,34,121.8108,23.23636,0.07224967,74.45153,0.06896447,110.7102,0.0001164944,114.1382,1.627007E-05,92.74366,2.035838E-06,305.4098,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.000222374,-0.01418884,0.01419159,-0.01566943,60.02508,60.02766,
8.333333,2023/10/5,19:0:6.8083333,34,121.8319,23.32189,0.07379416,75.25352,0.07031886,107.4249,0.0001187815,118.2467,1.186328E-05,83.90057,4.24025E-07,133.4514,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001241444,-0.0144181,0.01447228,-0.08578084,60.0251,60.02908,
8.333333,2023/10/5,19:0:6.8166667,34,121.708,23.38426,0.08590188,72.90119,0.06730822,107.7783,0.0001166902,114.4707,1.09816E-05,103.6157,1.124623E-07,353.2435,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.000268484,-0.01420006,0.01420308,-0.01890322,60.02495,60.02397,
8.333333,2023/10/5,19:0:6.8250000,34,121.7669,23.43298,0.08280353,73.05356,0.07094383,108.3219,0.0001199958,114.8995,1.344773E-05,83.53385,1.01172E-07,215.7522,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0003728633,-0.01460694,0.01461264,-0.0255165,60.02498,60.01883,
8.333333,2023/10/5,19:0:6.8333333,34,121.7102,23.55771,0.07506074,73.59078,0.06578051,107.7864,0.0001177908,115.4479,1.603207E-05,84.96687,1.169804E-07,31.06811,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0004716987,-0.01432877,0.01433755,-0.03289953,60.02526,60.0319,
8.333333,2023/10/5,19:0:6.8416667,34,121.7399,23.60431,0.08585759,70.93307,0.06350295,104.905,0.0001184716,116.8328,1.523051E-05,110.6837,1.304825E-07,206.9724,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0008112572,-0.01440067,0.01442404,-0.05624343,60.02513,60.02341,
8.333333,2023/10/5,19:0:6.8500000,34,121.7507,23.71309,0.0746778,69.50465,0.0655582,108.6396,0.0001158324,112.8475,1.597025E-05,97.67601,1.371843E-07,30.02863,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,0.0002140873,-0.01410162,0.01410388,0.01517932,60.02518,60.03057,
8.333333,2023/10/5,19:0:6.8583333,34,121.7239,23.76128,0.08463931,71.59653,0.07243671,111.0544,0.0001174411,119.8551,1.172667E-05,76.13596,1.395783E-07,214.0992,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001516573,-0.0142147,0.01429639,-0.1060808,60.02498,60.02207,
8.333333,2023/10/5,19:0:6.8666667,34,121.6936,23.77915,0.08214016,71.71915,0.06875002,111.838,0.000116174,112.8688,1.411859E-05,84.74303,1.391338E-07,36.24199,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,0.0002257492,-0.0141361,0.0141388,0.01596665,60.02478,60.01202,
8.333333,2023/10/5,19:0:6.8750000,34,121.7848,23.89313,0.07514342,76.32967,0.06966217,111.4071,0.0001168773,115.5453,1.308269E-05,90.30914,1.330031E-07,217.4594,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0004094311,-0.01422821,0.01423488,-0.02876253,60.02492,60.02619,
8.333333,2023/10/5,19:0:6.8833333,34,121.74,23.98379,0.07767524,73.39052,0.06876156,113.5737,0.000115451,112.53,1.506726E-05,88.1373,1.165994E-07,36.88134,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,0.0003577206,-0.01405077,0.01405619,0.02544933,60.02505,60.03012,
8.333333,2023/10/5,19:0:6.8916667,34,121.7139,24.04955,0.08956454,72.38152,0.0738131,107.2998,0.0001180884,115.2491,1.75275E-05,87.39098,9.96722E-08,212.4868,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0002993829,-0.01437025,0.01437457,-0.02082726,60.02496,60.02602,
8.333333,2023/10/5,19:0:6.9000000,34,121.6629,24.10839,0.100028,64.03371,0.06923261,107.4492,0.0001158964,111.2206,1.652593E-05,91.24743,1.215578E-07,43.00385,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,0.0007118549,-0.01408314,0.01410196,0.05047916,60.02498,60.02137,
8.333333,2023/10/5,19:0:6.9083333,34,121.7112,24.22824,0.09092834,69.34737,0.07112075,104.5604,0.0001169808,119.7817,1.867393E-05,89.39949,3.171669E-07,252.7718,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001376295,-0.01417163,0.01423959,-0.09665276,60.02524,60.03205,
8.333333,2023/10/5,19:0:6.9166667,34,121.649,24.27974,0.08747095,73.26905,0.07043697,113.7242,0.0001135595,115.6068,1.695791E-05,103.3432,1.269901E-06,88.20914,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0003185603,-0.0138114,0.01381598,-0.02305739,60.02507,60.02425,
8.333333,2023/10/5,19:0:6.9250000,34,121.7707,24.31751,0.07818446,78.77508,0.06376404,106.4253,0.0001178856,116.9164,1.602829E-05,77.15256,2.443209E-06,85.06504,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0006495193,-0.01434016,0.01435643,-0.0452424,60.02482,60.0167,
8.333333,2023/10/5,19:0:6.9333333,34,121.7741,24.38207,0.0811723,75.25628,0.06179165,104.6217,0.0001160617,117.2265,1.584646E-05,89.83271,1.943392E-06,140.5644,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0007000131,-0.01411629,0.01413472,-0.04952437,60.02483,60.01841,
8.333333,2023/10/5,19:0:6.9416667,34,121.7196,24.46901,0.09476031,63.55192,0.06544375,110.7468,0.00011482,119.1545,1.275013E-05,83.96412,1.871407E-06,137.854,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001140393,-0.01392961,0.01397717,-0.08158971,60.02487,60.0251,
8.333333,2023/10/5,19:0:6.9500000,34,121.7777,24.61378,0.07207251,69.2871,0.06263999,110.8171,0.0001176042,114.103,1.362979E-05,94.31187,4.79997E-07,339.3045,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,0.0001285387,-0.0143214,0.01432259,0.008974541,60.02506,60.0398,
8.333333,2023/10/5,19:0:6.9583333,34,121.7237,24.67408,0.0683092,81.3195,0.06612261,108.2228,0.0001135217,120.6018,1.773131E-05,84.43002,3.117287E-06,35.17059,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001425799,-0.01374426,0.01381969,-0.1031716,60.02489,60.02943,
8.333333,2023/10/5,19:0:6.9666667,34,121.7004,24.72293,0.09095336,74.11691,0.06823374,113.929,0.00011222,118.0892,1.816696E-05,91.90443,2.855054E-07,28.68272,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0008003598,-0.01363414,0.01365889,-0.05859624,60.02514,60.02063,
8.333333,2023/10/5,19:0:6.9750000,34,121.7203,24.83379,0.08797584,72.17825,0.06794624,109.3235,0.000116124,117.162,1.501823E-05,79.16544,3.282629E-07,207.8773,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0005728869,-0.01412317,0.014136,-0.0405268,60.0252,60.02907,
8.333333,2023/10/5,19:0:6.9833333,34,121.6251,24.86447,0.1027582,63.74969,0.06229398,114.6508,0.0001114643,120.1704,1.569062E-05,98.5445,3.661064E-07,28.99472,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001252332,-0.01349967,0.01355849,-0.09236513,60.02498,60.01885,
8.333333,2023/10/5,19:0:6.9916667,34,121.7198,24.9234,0.0830641,71.61086,0.06658693,112.1707,0.0001153266,118.5572,1.744656E-05,84.48373,3.888237E-07,211.5227,-3,10,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.00088827,-0.01400966,0.01403901,-0.06327155,60.02486,60.01855,
8.333333,2023/10/5,19:0:7.0000000,34,121.6672,24.99015,0.09452926,70.31805,0.06605864,110.8339,0.000113211,118.8164,1.725398E-05,89.54663,3.990064E-07,31.82864,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0009176161,-0.01374388,0.01377573,-0.06661109,60.0247,60.02026,
8.333333,2023/10/5,19:0:7.0083333,34,121.7665,25.09216,0.0836141,73.70631,0.070492,106.2214,0.000117443,120.5016,1.462193E-05,90.16509,3.985709E-07,211.885,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001347002,-0.01423731,0.01430188,-0.09418355,60.02495,60.02904,
8.333333,2023/10/5,19:0:7.0166667,34,121.7286,25.17721,0.08529335,71.58443,0.06300146,113.8386,0.0001157636,117.3809,1.326314E-05,91.64629,3.945858E-07,44.44547,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0005407752,-0.01408168,0.0140929,-0.03837218,60.02493,60.02943,
8.333333,2023/10/5,19:0:7.0250000,34,121.746,25.25614,0.08598513,74.8914,0.06485184,111.1591,0.0001127686,116.7055,1.338862E-05,98.70887,5.648193E-07,263.2004,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0003462236,-0.01372522,0.01373031,-0.025216,60.02497,60.02769,
8.333333,2023/10/5,19:0:7.0333333,34,121.7583,25.34004,0.07190336,76.62569,0.07017497,113.6309,0.0001108228,117.748,1.383322E-05,97.03043,2.084143E-06,114.3294,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0005658527,-0.01348203,0.01349473,-0.04193137,60.02505,60.02751,
8.333333,2023/10/5,19:0:7.0416667,34,121.7828,25.42755,0.08128559,79.66378,0.06918979,110.4981,0.0001171642,117.1188,1.203174E-05,81.52355,2.020232E-06,132.4741,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0004200108,-0.01426245,0.01426969,-0.02943376,60.02504,60.02852,
8.333333,2023/10/5,19:0:7.0500000,34,121.6778,25.49531,0.07743679,75.82316,0.06535986,113.0094,0.0001158971,115.4289,1.615917E-05,94.87694,4.685744E-07,340.2146,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,1.750265E-05,-0.01410249,0.01410339,0.001241024,60.02502,60.0251,
8.333333,2023/10/5,19:0:7.0583333,34,121.6677,25.47317,0.09324244,70.2387,0.06858539,112.1063,0.0001151592,121.0701,1.751053E-05,85.2887,2.532238E-07,206.4294,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001364936,-0.0139448,0.01401281,-0.09740634,60.02471,60.00526,
8.333333,2023/10/5,19:0:7.0666667,34,121.7166,25.59829,0.09233328,72.03862,0.07067663,115.4176,0.000113974,117.3653,1.734034E-05,87.49248,2.307157E-07,44.04984,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.000426208,-0.01386635,0.01387415,-0.03071958,60.02485,60.02507,
8.333333,2023/10/5,19:0:7.0750000,34,121.7157,25.66836,0.08827461,71.7129,0.06747,111.239,0.0001143374,116.3738,1.527753E-05,97.20134,2.088112E-07,221.1163,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0001701352,-0.0139162,0.01391803,-0.01222409,60.02501,60.02579,
8.333333,2023/10/5,19:0:7.0833333,34,121.7604,25.7446,0.0862149,71.71375,0.06713402,111.8319,0.0001171122,116.8018,1.630816E-05,93.67551,1.911111E-07,36.74876,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0002617885,-0.01425771,0.01426104,-0.0183569,60.02478,60.02642,
8.333333,2023/10/5,19:0:7.0916667,34,121.6453,25.85855,0.1047121,63.55059,0.07101569,111.3687,0.0001166062,119.8904,1.683237E-05,83.13401,1.77475E-07,216.9883,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0009956668,-0.01415009,0.01418637,-0.07018476,60.02481,60.03275,
8.333333,2023/10/5,19:0:7.1000000,34,121.6439,25.90197,0.1041961,67.26501,0.06612863,115.0433,0.0001137731,118.7731,1.549324E-05,94.25999,1.651542E-07,38.89428,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0006918021,-0.01382315,0.01384143,-0.04998054,60.02496,60.02262,
8.333333,2023/10/5,19:0:7.1083333,34,121.6987,25.99183,0.08502395,75.54529,0.06689971,113.6583,0.0001157811,121.0004,1.768606E-05,86.30883,1.51672E-07,219.5828,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001228696,-0.0140369,0.01409193,-0.08719149,60.02495,60.02611,
8.333333,2023/10/5,19:0:7.1166667,34,121.7188,26.02416,0.08649798,74.04478,0.06921899,112.7725,0.0001142626,117.1711,1.665157E-05,84.698,1.367608E-07,39.87468,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0002769779,-0.01390538,0.01390936,-0.01991306,60.02481,60.0169,
8.333333,2023/10/5,19:0:7.1250000,34,121.7616,26.12469,0.08492377,74.32453,0.06856176,111.6414,0.0001166069,119.3526,1.49581E-05,84.0668,1.207305E-07,221.4128,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.000798215,-0.01417594,0.01419953,-0.0562142,60.02482,60.02633,
8.333333,2023/10/5,19:0:7.1333333,34,121.6845,26.2282,0.08320654,72.09454,0.06578106,108.1378,0.0001143928,117.2695,1.453301E-05,91.21136,1.03814E-07,43.82593,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0002518225,-0.01391792,0.01392105,-0.01808934,60.02482,60.03183,
8.333333,2023/10/5,19:0:7.1416667,34,121.7054,26.2383,0.08299726,74.3362,0.0613793,109.6957,0.0001148241,121.2626,1.454613E-05,83.81683,8.621919E-08,225.964,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001222688,-0.01392122,0.01397592,-0.08748533,60.02476,60.01572,
8.333333,2023/10/5,19:0:7.1500000,34,121.7122,26.30779,0.09122182,69.30367,0.06776301,111.3941,0.0001114849,116.3058,1.16293E-05,101.0463,6.868597E-08,47.98159,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,1.368603E-06,-0.01356963,0.01357014,0.000100854,60.02464,60.01836,
8.333333,2023/10/5,19:0:7.1583333,34,121.7675,26.41143,0.08359388,75.37122,0.06954058,113.4871,0.0001157724,120.4851,1.309677E-05,103.2871,5.220963E-08,230.9338,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001000485,-0.01406222,0.01409841,-0.07096436,60.02468,60.02802,
8.333333,2023/10/5,19:0:7.1666667,34,121.7227,26.50797,0.08832815,74.15322,0.06700825,110.9324,0.0001166288,118.66,1.665999E-05,94.83222,3.765384E-08,54.53252,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0005317015,-0.01418688,0.01419785,-0.03744943,60.02486,60.03199,
8.333333,2023/10/5,19:0:7.1750000,34,121.6946,26.60406,0.08845524,73.35155,0.06780513,107.4022,0.0001131502,118.7589,1.801973E-05,92.04478,2.575358E-08,237.4328,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0005162424,-0.01376055,0.01377137,-0.03748665,60.02497,60.03233,
8.333333,2023/10/5,19:0:7.1833333,34,121.6653,26.65309,0.08316971,71.14133,0.0682174,109.8353,0.0001125585,118.8387,1.525608E-05,94.84638,1.660948E-08,59.93876,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0005210952,-0.01368501,0.01369574,-0.03804799,60.02483,60.02263,
8.333333,2023/10/5,19:0:7.1916667,34,121.7749,26.74562,0.07398368,80.61049,0.07209124,111.7003,0.0001171198,119.0906,1.395772E-05,83.4744,1.002538E-08,244.1571,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0005825199,-0.01425036,0.01426328,-0.04084053,60.0249,60.02661,
8.333333,2023/10/5,19:0:7.2000000,34,121.7295,26.79569,0.07395325,79.21078,0.06519005,112.503,0.000119031,116.0529,1.317004E-05,97.617,5.616121E-09,71.90228,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,0.0001887736,-0.01448867,0.01449055,0.01302736,60.02476,60.0209,
8.333333,2023/10/5,19:0:7.2083333,34,121.753,26.82933,0.08299176,78.8568,0.06829892,110.8194,0.0001166416,120.8084,1.84718E-05,94.72089,2.718221E-09,260.5211,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0009840025,-0.01416765,0.014203,-0.06928133,60.02462,60.01482,
8.333333,2023/10/5,19:0:7.2166667,34,121.7113,26.90461,0.08907876,70.15981,0.06534126,112.934,0.0001151462,118.3457,1.475095E-05,99.26175,9.903248E-10,88.02658,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0003513072,-0.0140108,0.0140159,-0.0250649,60.02461,60.02009,
8.333333,2023/10/5,19:0:7.2250000,34,121.6966,27.00846,0.0838892,74.20045,0.0699435,112.4127,0.0001159245,121.0603,1.133898E-05,92.39616,2.279088E-10,276.0615,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0009959296,-0.01407266,0.01410858,-0.07059037,60.02458,60.02942,
8.333333,2023/10/5,19:0:7.2333333,34,121.7334,27.05549,0.08926512,74.94765,0.06764564,115.9417,0.0001169352,118.6316,1.830073E-05,86.38294,6.283322E-11,121.2539,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0003899377,-0.01422986,0.01423656,-0.0273899,60.02459,60.0223,
8.333333,2023/10/5,19:0:7.2416667,34,121.7428,27.18825,0.0821912,78.93775,0.07095715,112.5428,0.0001182824,119.2436,1.539436E-05,95.77893,4.680355E-11,352.1489,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0005152475,-0.01439114,0.0144013,-0.03577784,60.02488,60.03472,
8.333333,2023/10/5,19:0:7.2500000,34,121.6596,27.2256,0.09389442,69.35638,0.07168245,113.672,0.000115506,118.4379,1.71706E-05,97.24603,3.759784E-11,325.9832,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0002958741,-0.01405002,0.01405403,-0.02105262,60.02477,60.02231,
8.333333,2023/10/5,19:0:7.2583333,34,121.5591,27.24942,0.1329939,61.27468,0.06791656,112.1236,0.0001167911,120.9827,1.421492E-05,90.19942,5.939156E-11,173.4164,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0009227367,-0.01416782,0.01419892,-0.0649864,60.02458,60.01292,
8.333333,2023/10/5,19:0:7.2666667,34,121.7435,27.36156,0.07361764,74.11897,0.06842104,111.7743,0.0001180214,116.0648,1.699111E-05,82.00574,1.583533E-11,146.2423,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,0.0003264177,-0.01436483,0.01436959,0.02271586,60.0245,60.02605,
8.333333,2023/10/5,19:0:7.2750000,34,121.6842,27.41577,0.08493963,77.0676,0.06582414,114.8973,0.0001209261,120.6703,1.69752E-05,103.0321,5.753218E-11,12.27643,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0008340806,-0.01469169,0.01471624,-0.05667758,60.02448,60.02285,
8.333333,2023/10/5,19:0:7.2833333,34,121.7088,27.45483,0.08320509,77.01697,0.06278703,115.4042,0.0001216782,115.8826,1.488035E-05,99.29032,1.433467E-11,13.26689,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,0.0004074743,-0.01480421,0.01481055,0.02751243,60.02447,60.01697,
8.333333,2023/10/5,19:0:7.2916667,34,121.8136,27.58975,0.07901713,77.14974,0.06934728,110.4605,0.0001198683,121.7917,1.64407E-05,84.7146,7.669144E-11,205.3793,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0010686,-0.01456251,0.01460289,-0.07317731,60.0246,60.0327,
8.333333,2023/10/5,19:0:7.3000000,34,121.7599,27.69592,0.07403553,75.98936,0.07107801,109.397,0.0001145569,120.0541,1.727455E-05,98.33875,2.653507E-11,245.8477,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0005727349,-0.01393711,0.01394971,-0.04105711,60.02482,60.03603,
8.333333,2023/10/5,19:0:7.3083333,34,121.7852,27.75519,0.07074209,84.13326,0.07037456,112.5899,0.0001150812,120.6135,1.924045E-05,88.10483,1.456412E-10,56.71302,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0006975312,-0.01399784,0.01401654,-0.04976486,60.02478,60.02697,
8.333333,2023/10/5,19:0:7.3166667,34,121.6967,27.82071,0.07184557,77.25299,0.07175471,116.1366,0.00011144,119.2101,1.715893E-05,90.30264,3.323241E-11,102.8072,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0003276237,-0.01355818,0.01356312,-0.02415549,60.02479,60.02257,
8.333333,2023/10/5,19:0:7.3250000,34,121.7458,27.88875,0.07450738,86.68803,0.07216825,112.6526,0.0001153517,122.5708,1.373483E-05,89.75497,1.305199E-10,214.0407,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001145304,-0.01399678,0.01404461,-0.08154761,60.02467,60.02214,
8.333333,2023/10/5,19:0:7.3333333,34,121.6825,27.92283,0.07306148,82.07349,0.06901657,115.5053,0.0001186047,116.6872,1.612154E-05,98.72308,1.324333E-10,257.6814,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,0.0003123358,-0.01442909,0.01443329,0.02163997,60.02456,60.0158,
8.333333,2023/10/5,19:0:7.3416667,34,121.7554,27.95401,0.07858078,82.54593,0.06493214,111.5545,0.000114613,122.4746,1.033245E-05,76.12943,3.174841E-10,53.21975,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.001099061,-0.01391125,0.01395557,-0.07875431,60.0245,60.01191,
8.333333,2023/10/5,19:0:7.3500000,34,121.7866,28.06626,0.07650647,81.14754,0.06661476,112.4609,0.0001128078,118.0271,1.479994E-05,103.8629,8.495311E-11,79.32896,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,1.04274E-05,-0.01373891,0.01373961,0.0007589302,60.02456,60.0267,
8.333333,2023/10/5,19:0:7.3583333,34,121.7738,28.18501,0.08042733,81.62659,0.06872141,115.1801,0.0001152561,121.6159,1.824501E-05,89.15923,3.695137E-10,228.8704,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0008384706,-0.01401021,0.01403664,-0.05973444,60.02467,60.03601,
8.333333,2023/10/5,19:0:7.3666667,34,121.6841,28.24915,0.08447862,77.32571,0.06568893,115.7783,0.000118995,119.9652,1.278115E-05,92.48174,5.178571E-10,258.313,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0004325616,-0.01447358,0.01448087,-0.02987123,60.0245,60.02844,
8.333333,2023/10/5,19:0:7.3750000,34,121.7082,28.30905,0.07785627,78.51509,0.06745274,110.6535,0.0001188638,121.1294,1.174355E-05,83.21741,1.289699E-09,68.37724,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0007109136,-0.01444924,0.01446761,-0.0491383,60.02475,60.02235,
8.333333,2023/10/5,19:0:7.3833333,34,121.674,28.37728,0.08404078,76.42902,0.06817874,115.2763,0.000121226,119.6419,1.295662E-05,102.1822,8.121279E-10,7.637742,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0003245445,-0.01474694,0.01475115,-0.02200131,60.0247,60.02177,
8.333333,2023/10/5,19:0:7.3916667,34,121.7329,28.4236,0.08879942,79.35921,0.06839795,114.4841,0.0001176107,122.2858,1.45353E-05,90.1626,3.172814E-09,198.4015,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0009630985,-0.01428482,0.01431838,-0.06726307,60.02453,60.01808,
8.333333,2023/10/5,19:0:7.4000000,34,121.6956,28.48864,0.08993638,76.23799,0.07010687,114.2046,0.0001159241,117.1957,1.481829E-05,91.22359,5.672724E-09,303.7899,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,0.0003196037,-0.01410421,0.01410879,0.0226528,60.02435,60.01992,
8.333333,2023/10/5,19:0:7.4083333,34,121.7089,28.58221,0.08161494,77.10188,0.06858668,112.8023,0.0001192423,122.4569,1.691789E-05,110.3817,1.334221E-08,103.7966,-3,3,1,150000014,124.5,1,0.84,44.47915,-73.19798,10,0,-0.0009795417,-0.01448044,0.01451423,-0.06748835,60.02438,60.02676,
